City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
295,Mitsamiouli,-11.3847,43.2844,80.24,70,5,8.43,KM,2022-05-06 04:13:49
296,Dryden,49.7833,-92.7503,41.61,92,6,6.24,CA,2022-05-06 04:13:49
297,Port Lincoln,-34.7333,135.8667,60.37,49,62,10.49,AU,2022-05-06 04:13:50
298,Diamantino,-14.4086,-56.4461,64.06,55,3,2.53,BR,2022-05-06 04:13:50
299,Esperance,-33.8667,121.9,64.36,49,16,7.58,AU,2022-05-06 04:13:51
300,Angoche,-16.2325,39.9086,71.44,88,2,8.75,MZ,2022-05-06 04:13:51
301,Salalah,17.0151,54.0924,84.29,79,40,4.61,OM,2022-05-06 04:13:52
302,Coahuayana,18.7333,-103.6833,72.0,90,78,2.01,MX,2022-05-06 04:13:53
303,Puerto El Triunfo,13.2833,-88.55,85.12,82,99,2.95,SV,2022-05-06 04:13:54
304,Tommot,58.9564,126.2925,38.68,59,100,7.47,RU,2022-05-06 04:13:54
305,Meulaboh,4.1363,96.1285,76.77,95,100,13.24,ID,2022-05-06 04:13:55
306,Stornoway,58.2093,-6.3865,52.03,97,100,4.61,GB,2022-05-06 04:13:55
307,Kisangani,0.5167,25.2,69.26,99,99,0.56,CD,2022-05-06 04:13:56
308,Novyy Urengoy,66.0833,76.6333,18.36,76,73,4.61,RU,2022-05-06 04:13:56
309,Santa Isabel Do Rio Negro,-0.4139,-65.0192,72.66,97,24,1.25,BR,2022-05-06 04:13:57
310,Tiksi,71.6872,128.8694,23.02,82,18,8.59,RU,2022-05-06 04:13:57
311,Chukhloma,58.7525,42.6825,38.66,59,71,6.26,RU,2022-05-06 04:14:58
312,Carmen,18.6333,-91.8333,84.79,76,94,12.24,MX,2022-05-06 04:14:58
313,Broome,42.2506,-75.833,53.8,63,0,6.91,US,2022-05-06 04:14:59
314,Areia Branca,-4.9561,-37.1369,76.69,89,100,13.13,BR,2022-05-06 04:15:00
315,San Cristobal,7.7669,-72.225,73.58,84,100,2.66,VE,2022-05-06 04:15:00
316,Karakol,42.4907,78.3936,56.52,68,62,4.25,KG,2022-05-06 04:15:01
317,Alice Springs,-23.7,133.8833,60.35,33,33,12.66,AU,2022-05-06 04:15:01
318,San Antonio,29.4241,-98.4936,78.53,73,0,6.91,US,2022-05-06 04:13:29
319,Novaya Ladoga,60.1025,32.3019,40.89,71,50,8.9,RU,2022-05-06 04:15:02
320,Columbus,39.9612,-82.9988,56.7,96,100,5.75,US,2022-05-06 04:14:47
321,Bilma,18.6853,12.9164,86.9,14,2,8.46,NE,2022-05-06 04:15:03
322,Namatanai,-3.6667,152.4333,83.73,78,55,9.1,PG,2022-05-06 04:15:05
323,Calahorra,42.3051,-1.9652,49.91,79,46,14.29,ES,2022-05-06 04:15:05
324,San Policarpo,12.1791,125.5072,84.74,73,59,10.27,PH,2022-05-06 04:15:06
325,Luderitz,-26.6481,15.1594,57.6,89,0,9.93,NA,2022-05-06 04:15:07
326,Vanavara,60.34,102.2797,50.4,45,99,9.19,RU,2022-05-06 04:15:07
327,Bonavista,48.6499,-53.1147,38.86,99,100,5.12,CA,2022-05-06 04:15:09
328,Torbay,47.6666,-52.7314,41.76,94,100,5.75,CA,2022-05-06 04:15:10
329,Roma,43.2128,-75.4557,50.72,78,0,3.44,US,2022-05-06 04:14:00
330,Tual,-5.6667,132.75,84.63,71,98,12.66,ID,2022-05-06 04:15:11
331,Sao Joao Dos Patos,-6.495,-43.7022,72.73,79,46,1.28,BR,2022-05-06 04:15:11
332,Chumikan,54.7183,135.315,34.86,89,100,6.93,RU,2022-05-06 04:15:12
333,Senhora Da Hora,41.1864,-8.6517,58.28,84,0,0.0,PT,2022-05-06 04:15:13
334,Palm Beach,26.6503,-80.4498,79.0,87,13,5.61,US,2022-05-06 04:15:13
335,Ketchikan,55.3422,-131.6461,46.87,66,40,8.05,US,2022-05-06 04:15:14
336,Vestmannaeyjar,63.4427,-20.2734,39.36,72,38,23.69,IS,2022-05-06 04:15:14
337,Monchegorsk,67.9397,32.8739,32.92,97,100,6.8,RU,2022-05-06 04:15:15
338,Pangai,-19.8,-174.35,79.47,71,1,6.06,TO,2022-05-06 04:15:15
339,Beringovskiy,63.05,179.3167,30.69,80,22,3.11,RU,2022-05-06 04:12:22
340,Suarez,2.954,-76.6964,66.76,98,100,0.45,CO,2022-05-06 04:15:16
341,Thinadhoo,0.5333,72.9333,84.18,74,95,11.59,MV,2022-05-06 04:15:16
342,Cockburn Town,21.4612,-71.1419,78.04,76,7,16.33,TC,2022-05-06 04:15:17
343,Verkh-Suetka,53.3,80.05,64.08,28,49,10.69,RU,2022-05-06 04:15:18
344,Tiarei,-17.5333,-149.3333,78.01,78,22,10.31,PF,2022-05-06 04:15:18
345,Tuy Hoa,13.0833,109.3,84.06,74,88,8.43,VN,2022-05-06 04:15:18
346,Blagodatnoye,45.3997,42.5867,45.52,95,100,15.68,RU,2022-05-06 04:15:19
347,Khandyga,62.6667,135.6,33.71,95,100,7.74,RU,2022-05-06 04:12:19
348,Oktyabrskoye,43.0645,44.7417,46.54,100,100,11.18,RU,2022-05-06 04:15:20
349,Kuryk,43.2,51.65,67.5,64,9,1.54,KZ,2022-05-06 04:15:20
350,Tromso,69.6496,18.957,39.38,75,75,28.77,NO,2022-05-06 04:15:20
351,Tiradentes,-21.1103,-44.1781,59.77,64,56,3.36,BR,2022-05-06 04:15:21
352,Nhulunbuy,-12.2333,136.7667,86.61,62,75,21.85,AU,2022-05-06 04:15:22
353,Iwanai,42.9744,140.5089,71.91,38,55,10.04,JP,2022-05-06 04:15:22
354,Tilichiki,60.4667,166.1,31.69,89,100,7.18,RU,2022-05-06 04:15:22
355,Tautira,-17.7333,-149.15,81.68,77,26,9.93,PF,2022-05-06 04:15:23
356,Cariamanga,-4.3333,-79.55,50.52,93,62,4.34,EC,2022-05-06 04:16:24
357,Maceio,-9.6658,-35.7353,76.44,88,40,1.14,BR,2022-05-06 04:16:25
358,Tuatapere,-46.1333,167.6833,63.59,72,99,2.75,NZ,2022-05-06 04:16:26
359,Salym,60.0625,71.4789,41.81,91,100,10.04,RU,2022-05-06 04:16:26
360,Tahta,26.7693,31.5021,62.96,43,0,10.47,EG,2022-05-06 04:16:27
361,Jinchang,38.4953,102.1739,65.32,28,92,12.88,CN,2022-05-06 04:16:28
362,Gramada,43.8344,22.6586,45.12,90,36,2.77,BG,2022-05-06 04:16:28
363,Lorengau,-2.0226,147.2712,85.84,69,22,7.25,PG,2022-05-06 04:16:29
364,Mabaruma,8.2,-59.7833,75.31,88,57,3.53,GY,2022-05-06 04:16:30
365,Iqaluit,63.7506,-68.5145,11.93,85,75,12.66,CA,2022-05-06 04:16:31
366,Vila Franca Do Campo,37.7167,-25.4333,66.2,88,100,15.59,PT,2022-05-06 04:16:32
367,Carutapera,-1.195,-46.02,75.16,94,76,4.76,BR,2022-05-06 04:16:33
368,Binga,-17.6203,27.3414,64.71,72,22,0.72,ZW,2022-05-06 04:16:33
369,Srednekolymsk,67.45,153.6833,34.38,100,100,5.19,RU,2022-05-06 04:16:34
370,Camocim,-2.9022,-40.8411,74.84,91,73,9.08,BR,2022-05-06 04:16:35
371,Kibala,9.1104,18.3463,73.35,94,0,0.0,TD,2022-05-06 04:16:35
372,Auki,-8.7676,160.7034,86.02,63,83,2.1,SB,2022-05-06 04:16:36
373,Taltal,-25.4,-70.4833,62.08,82,100,1.48,CL,2022-05-06 04:16:37
374,Xining,36.6167,101.7667,71.22,21,71,4.68,CN,2022-05-06 04:16:37
375,Lares,18.2947,-66.8771,74.66,91,75,4.54,PR,2022-05-06 04:16:38
376,Trat,12.5,102.5,85.87,71,80,4.34,TH,2022-05-06 04:16:38
377,Araouane,18.9048,-3.5265,86.29,22,89,7.16,ML,2022-05-06 04:16:39
378,Ati,13.2154,18.3353,86.0,41,86,7.85,TD,2022-05-06 04:16:39
379,Aurillac,44.9167,2.45,44.01,98,0,2.3,FR,2022-05-06 04:16:40
380,Julio De Castilhos,-29.2269,-53.6817,50.04,91,0,5.06,BR,2022-05-06 04:16:40
381,Launceston,-41.45,147.1667,53.24,87,75,11.5,AU,2022-05-06 04:16:41
382,Mareeba,-17.0,145.4333,82.49,69,96,6.38,AU,2022-05-06 04:16:42
383,Muros,42.7762,-9.0603,52.84,81,18,10.63,ES,2022-05-06 04:16:42
384,Morehead,37.2711,-87.1764,64.15,95,75,4.61,US,2022-05-06 04:16:43
385,Quibor,9.9287,-69.6201,74.21,76,100,4.88,VE,2022-05-06 04:16:44
386,Piacabucu,-10.4056,-36.4344,77.58,77,47,7.23,BR,2022-05-06 04:16:44
387,Sorochinsk,52.4338,53.1583,40.03,48,13,13.98,RU,2022-05-06 04:16:45
388,Talaya,61.3833,152.75,35.06,69,100,16.78,RU,2022-05-06 04:16:45
389,Sawtell,-30.3833,153.1,70.18,78,100,13.8,AU,2022-05-06 04:16:45
390,Tutoia,-2.7619,-42.2744,77.72,87,96,7.63,BR,2022-05-06 04:16:46
391,Lagoa,39.05,-27.9833,61.95,87,100,30.09,PT,2022-05-06 04:16:46
392,Lazaro Cardenas,17.9583,-102.2,75.81,83,36,4.32,MX,2022-05-06 04:16:47
393,Bakchar,57.0186,82.0711,60.31,31,44,8.72,RU,2022-05-06 04:16:47
394,Huai Thalaeng,14.997,102.6475,86.36,58,100,10.11,TH,2022-05-06 04:16:49
395,Waingapu,-9.6567,120.2641,87.48,65,41,12.73,ID,2022-05-06 04:16:50
396,Rafai,4.95,23.9167,68.72,99,100,0.98,CF,2022-05-06 04:16:50
397,Lunca Ilvei,47.3667,24.9833,46.11,86,12,1.12,RO,2022-05-06 04:16:51
398,Bambanglipuro,-7.95,110.2833,85.48,72,49,10.18,ID,2022-05-06 04:16:51
399,Sorland,67.667,12.6934,40.84,94,100,33.73,NO,2022-05-06 04:16:51
400,Nanzhang,31.7765,111.8386,85.24,47,0,5.75,CN,2022-05-06 04:16:52
401,Sobolevo,54.4299,31.8996,41.09,76,31,5.97,RU,2022-05-06 04:16:53
402,Shakawe,-18.3667,21.85,55.65,57,12,4.83,BW,2022-05-06 04:17:53
403,Byron Bay,-28.65,153.6167,72.95,90,100,3.38,AU,2022-05-06 04:17:53
404,Argelia,2.2556,-77.2488,65.05,97,100,0.78,CO,2022-05-06 04:17:54
405,Maragogi,-9.0122,-35.2225,77.68,83,100,7.4,BR,2022-05-06 04:17:54
406,Ozinki,51.1786,49.6769,40.73,48,90,15.88,RU,2022-05-06 04:17:55
407,Omboue,-1.5746,9.2618,75.94,95,100,3.71,GA,2022-05-06 04:17:55
408,Tirur,10.9,75.9167,83.39,65,91,5.39,IN,2022-05-06 04:17:56
409,Sao Filipe,14.8961,-24.4956,71.65,82,20,4.34,CV,2022-05-06 04:17:56
410,Sortland,68.6949,15.4162,39.16,98,100,10.16,NO,2022-05-06 04:17:57
411,Mandalgovi,45.7625,106.2708,48.42,21,30,8.41,MN,2022-05-06 04:17:57
412,Stankov,49.5535,13.0698,52.95,91,100,4.07,CZ,2022-05-06 04:17:58
413,Carlsbad,33.1581,-117.3506,66.43,88,100,4.61,US,2022-05-06 04:17:58
414,Cabo San Lucas,22.8909,-109.9124,73.51,73,0,9.98,MX,2022-05-06 04:14:57
415,Luanshya,-13.1367,28.4166,54.05,95,48,3.33,ZM,2022-05-06 04:17:59
416,Wuwei,37.9281,102.6414,68.58,29,66,9.66,CN,2022-05-06 04:17:59
417,Noumea,-22.2763,166.4572,82.0,99,51,14.52,NC,2022-05-06 04:18:00
418,Koygorodok,60.445,50.9968,36.93,56,31,9.4,RU,2022-05-06 04:18:00
419,Palana,59.1167,159.9667,28.27,92,100,17.11,RU,2022-05-06 04:18:00
420,Kuliyapitiya,7.4688,80.0401,84.56,73,87,5.35,LK,2022-05-06 04:18:01
421,Portoferraio,42.8115,10.3146,63.12,83,100,17.02,IT,2022-05-06 04:13:41
422,Omutninsk,58.67,52.1932,37.78,51,8,9.69,RU,2022-05-06 04:18:01
423,Kathu,7.9178,98.3332,85.82,99,97,7.78,TH,2022-05-06 04:18:02
424,Itarema,-2.9248,-39.9167,74.88,92,63,9.46,BR,2022-05-06 04:18:02
425,Inuvik,68.3499,-133.7218,25.56,93,100,10.36,CA,2022-05-06 04:18:03
426,Sinop,41.7711,34.8709,45.79,97,100,5.19,TR,2022-05-06 04:18:03
427,Saint-Georges,12.0564,-61.7485,80.28,78,40,11.5,GD,2022-05-06 04:16:43
428,Kenai,60.5544,-151.2583,51.89,53,40,12.66,US,2022-05-06 04:18:05
429,Juneau,58.3019,-134.4197,44.6,94,75,6.91,US,2022-05-06 04:16:53
430,Pital,2.2665,-75.8044,66.81,95,100,1.1,CO,2022-05-06 04:18:06
431,Shiojiri,36.1,137.9667,75.58,28,75,11.5,JP,2022-05-06 04:18:06
432,Pangnirtung,66.1451,-65.7125,9.18,89,33,6.2,CA,2022-05-06 04:17:52
433,Pestravka,52.405,49.9583,40.82,47,6,12.41,RU,2022-05-06 04:18:07
434,Petukhovo,55.0692,67.9019,48.72,54,82,26.42,RU,2022-05-06 04:18:07
435,Saint Paul,44.9444,-93.0933,56.52,67,0,3.44,US,2022-05-06 04:18:08
436,Bubaque,11.2833,-15.8333,78.37,69,3,14.47,GW,2022-05-06 04:18:11
437,Gappal,16.8394,121.8206,92.55,45,47,2.42,PH,2022-05-06 04:18:11
438,Parola,20.8833,75.1167,93.87,31,0,11.18,IN,2022-05-06 04:18:12
439,Port Blair,11.6667,92.75,84.24,74,75,5.75,IN,2022-05-06 04:18:12
440,Synya,65.3718,58.0387,26.82,60,82,6.96,RU,2022-05-06 04:18:12
441,Pundaguitan,6.3711,126.1689,83.21,76,100,12.95,PH,2022-05-06 04:18:13
442,Matane,48.8286,-67.522,35.73,75,100,15.41,CA,2022-05-06 04:16:00
443,Narsaq,60.9167,-46.05,34.02,96,100,11.83,GL,2022-05-06 04:18:13
444,Taoudenni,22.6783,-3.9836,86.07,11,53,7.9,ML,2022-05-06 04:16:46
445,Vanimo,-2.6741,141.3028,83.37,80,82,6.87,PG,2022-05-06 04:18:14
446,Tekirdag,40.978,27.5085,47.55,74,0,5.91,TR,2022-05-06 04:18:15
447,Nikolskoye,59.7035,30.7861,48.09,68,87,6.49,RU,2022-05-06 04:15:26
448,Zvishavane,-20.3267,30.0665,53.92,84,0,1.83,ZW,2022-05-06 04:18:16
449,Husavik,66.0449,-17.3389,31.06,90,100,23.02,IS,2022-05-06 04:19:16
450,Kirakira,-10.4544,161.9205,84.79,73,58,6.91,SB,2022-05-06 04:19:17
451,Ippy,6.2679,21.2247,69.24,95,94,2.68,CF,2022-05-06 04:19:17
452,Seriate,45.6834,9.7229,54.66,93,75,2.3,IT,2022-05-06 04:19:18
453,Villefontaine,45.6125,5.1456,50.76,87,0,8.05,FR,2022-05-06 04:19:18
454,Mikkeli,61.6886,27.2723,44.71,57,0,2.3,FI,2022-05-06 04:19:19
455,Halifax,44.6453,-63.5724,42.48,89,36,1.99,CA,2022-05-06 04:14:59
456,Rundu,-17.9333,19.7667,54.66,58,0,4.83,NA,2022-05-06 04:19:20
457,Longyan,25.1072,117.0225,84.02,52,100,1.95,CN,2022-05-06 04:19:20
458,Dingle,10.9995,122.6711,90.55,55,97,11.74,PH,2022-05-06 04:17:53
459,Altea,38.5989,-0.0514,59.68,72,0,1.01,ES,2022-05-06 04:19:21
460,Alta,69.9689,23.2717,40.26,56,0,11.5,NO,2022-05-06 04:19:21
461,Brownsville,25.9018,-97.4975,80.98,89,100,13.8,US,2022-05-06 04:17:36
462,Zhezkazgan,47.8043,67.7144,66.18,59,20,13.42,KZ,2022-05-06 04:19:22
463,Janow Lubelski,50.707,22.4104,51.22,87,72,5.77,PL,2022-05-06 04:19:22
464,Tomaszow Lubelski,50.4477,23.4162,49.66,75,98,6.93,PL,2022-05-06 04:19:23
465,Ewa Beach,21.3156,-158.0072,78.75,66,20,17.27,US,2022-05-06 04:19:23
466,Miles City,46.4083,-105.8406,63.57,51,0,12.66,US,2022-05-06 04:19:24
467,Plettenberg Bay,-34.0527,23.3716,59.22,90,4,6.64,ZA,2022-05-06 04:19:24
468,Trujillo,-8.116,-79.03,62.56,88,75,8.05,PE,2022-05-06 04:18:22
469,Saint-Louis,16.3333,-15.0,79.41,24,1,12.59,SN,2022-05-06 04:19:25
470,Dudinka,69.4058,86.1778,15.62,86,73,16.89,RU,2022-05-06 04:19:25
471,Elliot Lake,46.3834,-82.6331,41.13,73,64,3.11,CA,2022-05-06 04:19:26
472,Saint Anthony,45.0205,-93.218,56.14,66,20,3.44,US,2022-05-06 04:15:13
473,Jiayuguan,39.8167,98.3,68.94,21,100,15.19,CN,2022-05-06 04:19:26
474,Maningrida,-12.0667,134.2667,90.55,49,28,14.12,AU,2022-05-06 04:19:27
475,Kloulklubed,7.0419,134.2556,77.5,78,100,15.46,PW,2022-05-06 04:19:27
476,Eureka,40.8021,-124.1637,59.36,84,100,3.0,US,2022-05-06 04:17:55
477,Sinnamary,5.3833,-52.95,77.34,90,100,7.54,GF,2022-05-06 04:19:28
478,Erenhot,43.6475,111.9767,49.26,16,18,14.94,CN,2022-05-06 04:19:19
479,Ureki,41.9956,41.7786,51.76,87,100,3.44,GE,2022-05-06 04:19:28
480,Bongor,10.2806,15.3722,83.98,46,68,5.08,TD,2022-05-06 04:19:29
481,Mgachi,51.05,142.2667,50.83,85,100,10.69,RU,2022-05-06 04:19:29
482,Ankang,32.68,109.0172,84.94,41,0,1.79,CN,2022-05-06 04:19:30
483,Mahanoro,-19.9,48.8,71.62,85,60,7.2,MG,2022-05-06 04:17:15
484,Goure,13.9835,10.2704,89.02,15,85,8.52,NE,2022-05-06 04:19:31
485,Doume,4.2333,13.45,69.26,97,100,2.68,CM,2022-05-06 04:19:31
486,Saldanha,-33.0117,17.9442,58.64,89,83,0.85,ZA,2022-05-06 04:15:14
487,Siauliai,55.9333,23.3167,50.02,81,100,6.91,LT,2022-05-06 04:19:32
488,Nabire,-3.3667,135.4833,86.61,70,60,6.08,ID,2022-05-06 04:19:32
489,Gayeri,12.6497,0.4931,85.64,48,96,11.03,BF,2022-05-06 04:19:33
490,Uddevalla,58.3478,11.9424,47.07,94,12,5.23,SE,2022-05-06 04:19:33
491,Alpena,45.0617,-83.4327,46.65,93,0,0.0,US,2022-05-06 04:19:34
492,Tarancon,40.0085,-3.0073,45.9,67,1,6.96,ES,2022-05-06 04:19:34
493,Krasnyy Luch,48.1395,38.9371,43.05,60,100,13.44,UA,2022-05-06 04:19:34
494,Koriyama,37.4,140.3833,81.18,41,75,11.5,JP,2022-05-06 04:20:35
495,Arsenyev,44.1631,133.2733,58.21,74,100,10.02,RU,2022-05-06 04:20:35
496,Vyazma,55.2104,34.2951,41.11,69,59,5.23,RU,2022-05-06 04:20:36
497,Novoagansk,61.9449,76.6625,32.92,98,100,13.67,RU,2022-05-06 04:20:36
498,Bucerias,20.75,-105.3333,76.98,83,75,4.61,MX,2022-05-06 04:20:09
499,Dongfeng,42.6403,125.5118,56.25,37,100,11.88,CN,2022-05-06 04:20:37
500,Ferreira Do Alentejo,38.05,-8.0333,53.19,82,0,3.44,PT,2022-05-06 04:20:38
501,Cidreira,-30.1811,-50.2056,63.16,68,70,4.61,BR,2022-05-06 04:20:38
502,Vagay,57.9375,69.0217,51.15,71,100,12.41,RU,2022-05-06 04:20:39
503,Libreville,0.3925,9.4537,76.01,89,100,4.92,GA,2022-05-06 04:17:19
504,Nemuro,43.3236,145.575,47.52,79,41,15.43,JP,2022-05-06 04:20:39
505,Lanzhou,36.0564,103.7922,76.89,28,68,5.73,CN,2022-05-06 04:20:40
506,Yar-Sale,66.8333,70.8333,23.23,81,88,14.03,RU,2022-05-06 04:20:40
507,Kjopsvik,68.097,16.3742,41.16,97,100,8.72,NO,2022-05-06 04:20:41
508,Sosua,19.7667,-70.5167,75.18,76,96,6.31,DO,2022-05-06 04:20:41
509,Bardiyah,31.7561,25.0865,60.01,74,2,3.83,LY,2022-05-06 04:20:42
510,Rehoboth,-23.3167,17.0833,54.52,38,0,5.73,NA,2022-05-06 04:20:42
511,Mecca,21.4267,39.8261,79.74,47,0,7.83,SA,2022-05-06 04:20:28
512,Gwadar,25.1216,62.3254,82.0,60,0,3.71,PK,2022-05-06 04:20:43
513,Darhan,49.4867,105.9228,49.89,22,50,5.37,MN,2022-05-06 04:20:44
514,Sungaipenuh,-2.0833,101.3833,79.07,65,71,4.16,ID,2022-05-06 04:20:44
515,Turayf,31.6725,38.6637,52.05,82,0,11.5,SA,2022-05-06 04:20:45
516,Samana,19.2056,-69.3369,75.49,88,98,7.94,DO,2022-05-06 04:20:45
517,Powell River,49.8496,-124.5361,50.07,90,100,12.82,CA,2022-05-06 04:20:45
518,Yukhnov,54.7444,35.2297,42.04,65,89,3.67,RU,2022-05-06 04:20:46
519,Riyadh,24.6877,46.7219,86.14,16,61,9.08,SA,2022-05-06 04:20:46
520,Miraflores,19.2167,-98.8083,72.25,50,74,3.42,MX,2022-05-06 04:20:47
521,Gunnedah,-30.9833,150.25,65.82,27,0,8.46,AU,2022-05-06 04:20:47
522,Mezen,65.8522,44.24,27.61,80,30,6.29,RU,2022-05-06 04:18:03
523,Gao,16.6362,1.637,88.0,12,100,8.61,ML,2022-05-06 04:20:48
524,Mount Gambier,-37.8333,140.7667,53.69,80,95,6.64,AU,2022-05-06 04:20:49
525,Volta Redonda,-22.5231,-44.1042,57.76,95,1,1.77,BR,2022-05-06 04:20:49
526,Floro,61.5996,5.0328,50.97,93,75,17.27,NO,2022-05-06 04:20:49
527,Tateyama,34.9833,139.8667,66.96,71,100,8.16,JP,2022-05-06 04:20:50
528,Porbandar,21.6422,69.6093,85.98,70,0,16.11,IN,2022-05-06 04:20:51
529,Bateria,11.1416,124.0267,87.35,64,49,4.56,PH,2022-05-06 04:20:51
530,Olafsvik,64.8945,-23.7142,35.31,64,36,15.35,IS,2022-05-06 04:20:52
531,Sept-Iles,50.2001,-66.3821,34.32,60,75,4.61,CA,2022-05-06 04:20:52
532,Biabou,13.2,-61.1333,79.32,77,86,15.95,VC,2022-05-06 04:20:53
533,Netivot,31.4222,34.5886,59.59,68,85,12.59,IL,2022-05-06 04:20:53
534,Camabatela,-8.1881,15.375,62.26,80,74,4.32,AO,2022-05-06 04:20:54
535,Terrace,54.5163,-128.6035,49.91,61,75,2.3,CA,2022-05-06 04:20:54
536,Ginda,30.6945,78.4932,74.23,37,29,5.55,IN,2022-05-06 04:20:54
537,Sultepec,18.8667,-99.95,62.13,28,7,4.29,MX,2022-05-06 04:20:55
538,Laguna,38.421,-121.4238,67.39,67,0,9.22,US,2022-05-06 04:20:55
539,San Andres,12.5847,-81.7006,82.42,83,75,6.91,CO,2022-05-06 04:20:52
540,Loyga,61.0784,44.6075,37.83,59,13,6.11,RU,2022-05-06 04:21:56
541,Henties Bay,-22.116,14.2845,63.59,68,0,4.05,NA,2022-05-06 04:21:56
542,Shingu,33.7333,135.9833,67.6,67,100,9.46,JP,2022-05-06 04:21:57
543,Kharp,66.8014,65.8081,21.87,78,70,7.61,RU,2022-05-06 04:21:57
544,Isiro,2.7739,27.616,64.06,99,71,2.21,CD,2022-05-06 04:21:58
545,Sao Felix Do Xingu,-6.6447,-51.995,71.04,99,61,2.13,BR,2022-05-06 04:21:58
546,Comodoro Rivadavia,-45.8667,-67.5,53.46,40,0,26.46,AR,2022-05-06 04:18:10
547,Pareora,-44.4871,171.2132,59.18,82,48,7.27,NZ,2022-05-06 04:21:59
548,Quelimane,-17.8786,36.8883,67.95,94,20,4.61,MZ,2022-05-06 04:21:59
549,Aktau,43.65,51.2,59.58,74,85,10.87,KZ,2022-05-06 04:22:00
550,Tulum,20.2167,-87.4667,76.82,91,50,7.31,MX,2022-05-06 04:18:37
551,Winnemucca,40.973,-117.7357,59.79,44,98,20.65,US,2022-05-06 04:17:51
552,Kuusamo,65.9667,29.1833,37.44,81,20,9.22,FI,2022-05-06 04:22:01
553,Kahului,20.8947,-156.47,75.22,82,40,21.85,US,2022-05-06 04:22:01
554,Moree,-29.4667,149.85,69.82,35,57,11.5,AU,2022-05-06 04:22:01
555,Hambantota,6.1241,81.1185,86.2,68,67,18.45,LK,2022-05-06 04:22:02
556,Yerofey Pavlovich,53.9667,121.9667,43.0,23,73,9.91,RU,2022-05-06 04:22:02
557,Limbazi,57.5129,24.7194,46.04,88,87,4.47,LV,2022-05-06 04:22:03
558,Bandarbeyla,9.4942,50.8122,82.8,79,32,13.87,SO,2022-05-06 04:22:03
559,Wajir,1.7471,40.0573,78.76,78,0,0.0,KE,2022-05-06 04:22:04
560,Kutum,14.2,24.6667,73.18,21,25,11.16,SD,2022-05-06 04:22:04
561,Bowen,-20.0167,148.2333,79.02,77,85,10.27,AU,2022-05-06 04:22:05
562,Hit,33.6416,42.8251,67.84,47,0,17.96,IQ,2022-05-06 04:22:05
